Date,Price,Income/Expense,Category
2022-10-07,4389.0,Expense,Office Supplies
2022-10-08,732.94,Expense,Salaries
2022-10-09,3352.73,Income,Product Sales
2022-10-09,1305.36,Expense,Marketing
2022-10-09,929.53,Income,Product Sales
2022-10-10,233.79,Income,Grants
2022-10-10,1720.52,Expense,Office Supplies
2022-10-10,2917.54,Income,Investment Return
2022-10-10,4571.1,Expense,Travel
2022-10-10,1656.28,Expense,Salaries
2022-10-11,3783.99,Income,Investment Return
2022-10-11,3400.86,Expense,Utilities
2022-10-11,1905.8,Expense,Travel
2022-10-11,744.68,Expense,Marketing
2022-10-11,3521.93,Expense,Salaries
2022-10-12,2809.61,Income,Grants
2022-10-12,8415.98,Income,Grants
2022-10-13,4284.29,Income,Product Sales
2022-10-13,2001.84,Expense,Utilities
2022-10-13,1382.24,Expense,Rent
2022-10-13,396.16,Expense,Rent
2022-10-13,3703.62,Expense,Marketing
2022-10-14,1013.07,Expense,Rent
2022-10-16,1573.21,Income,Service Revenue
2022-10-16,170.71,Income,Grants
2022-10-16,7482.6,Income,Grants
2022-10-16,2575.61,Expense,Salaries
2022-10-17,4106.35,Expense,Marketing
2022-10-17,4763.03,Expense,Salaries
2022-10-17,4315.2,Expense,Office Supplies
2022-10-18,3661.96,Income,Product Sales
2022-10-18,3198.99,Expense,Salaries
2022-10-18,1093.25,Expense,Office Supplies
2022-10-19,8669.16,Income,Grants
2022-10-21,9533.06,Income,Product Sales
2022-10-21,496.29,Expense,Rent
2022-10-21,2395.23,Income,Grants
2022-10-21,480.79,Expense,Office Supplies
2022-10-22,4580.63,Expense,Utilities
2022-10-23,1323.52,Expense,Office Supplies
2022-10-23,385.13,Income,Investment Return
2022-10-25,3942.96,Expense,Office Supplies
2022-10-25,5800.28,Income,Product Sales
2022-10-25,5416.71,Income,Grants
2022-10-27,501.27,Expense,Travel
2022-10-27,3341.34,Expense,Marketing
2022-10-27,6945.02,Income,Product Sales
2022-10-28,402.44,Expense,Utilities
2022-10-28,814.51,Expense,Rent
2022-10-28,3144.79,Expense,Utilities
2022-10-28,3916.85,Expense,Travel
2022-10-29,4166.02,Income,Grants
2022-10-30,4023.22,Expense,Salaries
2022-10-30,2166.3,Expense,Office Supplies
2022-10-30,5103.0,Income,Grants
2022-11-01,3019.24,Expense,Marketing
2022-11-01,6748.72,Income,Grants
2022-11-01,3008.57,Income,Service Revenue
2022-11-01,4674.01,Expense,Utilities
2022-11-01,1592.29,Expense,Marketing
2022-11-01,6033.65,Income,Service Revenue
2022-11-02,5401.1,Income,Grants
2022-11-02,3648.61,Expense,Utilities
2022-11-03,3516.74,Expense,Utilities
2022-11-04,1510.18,Expense,Travel
2022-11-04,790.22,Income,Investment Return
2022-11-04,7448.71,Income,Investment Return
2022-11-05,505.59,Expense,Salaries
2022-11-05,1976.69,Expense,Office Supplies
2022-11-06,3620.82,Expense,Utilities
2022-11-06,5045.53,Income,Investment Return
2022-11-06,1269.35,Expense,Utilities
2022-11-06,809.07,Expense,Marketing
2022-11-06,7119.11,Income,Investment Return
2022-11-08,373.16,Expense,Utilities
2022-11-08,63.71,Expense,Utilities
2022-11-09,3870.81,Income,Service Revenue
2022-11-09,1073.61,Income,Service Revenue
2022-11-09,3214.19,Income,Investment Return
2022-11-09,2836.71,Expense,Utilities
2022-11-09,1871.2,Expense,Rent
2022-11-10,2271.39,Expense,Salaries
2022-11-11,2068.26,Income,Service Revenue
2022-11-11,5764.5,Income,Product Sales
2022-11-12,345.17,Income,Service Revenue
2022-11-12,2211.55,Expense,Marketing
2022-11-14,1718.01,Expense,Rent
2022-11-14,1293.08,Expense,Rent
2022-11-15,4619.44,Income,Investment Return
2022-11-15,1560.88,Expense,Travel
2022-11-15,4385.54,Expense,Office Supplies
2022-11-16,1290.37,Expense,Marketing
2022-11-17,2527.66,Expense,Office Supplies
2022-11-17,7800.33,Income,Product Sales
2022-11-18,4243.94,Expense,Marketing
2022-11-19,3328.83,Expense,Office Supplies
2022-11-20,5361.64,Income,Product Sales
2022-11-22,2238.02,Expense,Salaries
2022-11-22,2953.32,Expense,Utilities
2022-11-22,2189.65,Expense,Marketing
2022-11-24,6278.72,Income,Product Sales
2022-11-25,355.51,Income,Product Sales
2022-11-26,3663.18,Expense,Travel
2022-11-26,1228.04,Expense,Utilities
2022-11-28,3985.58,Expense,Salaries
2022-11-28,9054.08,Income,Investment Return
2022-11-28,2323.72,Expense,Utilities
2022-11-28,4727.95,Expense,Rent
2022-11-28,4678.42,Expense,Salaries
2022-11-28,953.77,Expense,Travel
2022-11-28,5116.19,Income,Service Revenue
2022-11-28,839.81,Expense,Utilities
2022-11-29,6838.66,Income,Investment Return
2022-11-29,224.7,Income,Investment Return
2022-11-29,3588.7,Expense,Salaries
2022-11-30,1770.68,Expense,Travel
2022-12-01,2921.78,Expense,Rent
2022-12-01,627.0,Expense,Salaries
2022-12-02,934.13,Income,Product Sales
2022-12-03,2608.03,Expense,Office Supplies
2022-12-03,3310.86,Income,Service Revenue
2022-12-05,9382.85,Income,Product Sales
2022-12-05,2392.83,Income,Investment Return
2022-12-05,3258.55,Income,Service Revenue
2022-12-05,887.3,Expense,Marketing
2022-12-06,4599.78,Expense,Rent
2022-12-06,2037.44,Expense,Utilities
2022-12-06,4129.55,Expense,Salaries
2022-12-07,244.21,Income,Service Revenue
2022-12-08,9128.4,Income,Investment Return
2022-12-08,2023.82,Expense,Office Supplies
2022-12-08,4669.23,Expense,Utilities
2022-12-10,4773.68,Expense,Travel
2022-12-10,379.94,Expense,Office Supplies
2022-12-12,7880.66,Income,Grants
2022-12-12,473.88,Expense,Rent
2022-12-12,3265.46,Income,Product Sales
2022-12-12,2009.17,Expense,Rent
2022-12-12,2934.78,Expense,Utilities
2022-12-13,2007.65,Expense,Utilities
2022-12-13,1270.4,Income,Investment Return
2022-12-13,4084.07,Expense,Salaries
2022-12-14,4479.12,Income,Product Sales
2022-12-15,2853.31,Income,Grants
2022-12-15,5857.49,Income,Service Revenue
2022-12-16,988.43,Expense,Utilities
2022-12-16,425.28,Income,Service Revenue
2022-12-17,639.21,Income,Product Sales
2022-12-17,4114.7,Expense,Rent
2022-12-17,1882.26,Expense,Rent
2022-12-18,3948.86,Expense,Marketing
2022-12-18,1371.73,Expense,Utilities
2022-12-18,3384.59,Expense,Salaries
2022-12-19,1788.33,Income,Service Revenue
2022-12-19,477.05,Expense,Salaries
2022-12-19,8566.14,Income,Grants
2022-12-21,4112.33,Expense,Office Supplies
2022-12-22,8227.1,Income,Grants
2022-12-22,9447.67,Income,Product Sales
2022-12-22,1973.91,Income,Service Revenue
2022-12-23,1548.52,Expense,Office Supplies
2022-12-24,2510.17,Expense,Marketing
2022-12-24,3550.32,Expense,Office Supplies
2022-12-25,4499.97,Income,Investment Return
2022-12-25,5041.78,Income,Product Sales
2022-12-26,3489.84,Expense,Utilities
2022-12-28,4064.15,Expense,Travel
2022-12-28,2293.02,Income,Investment Return
2022-12-28,2106.27,Expense,Rent
2022-12-29,2670.07,Income,Service Revenue
2022-12-29,625.59,Expense,Marketing
2022-12-29,128.07,Expense,Travel
2022-12-29,1042.0,Expense,Rent
2022-12-31,2969.26,Expense,Utilities
2022-12-31,8739.29,Income,Product Sales
2023-01-01,4991.63,Expense,Travel
2023-01-01,4032.99,Income,Investment Return
